app_id<app_name<metascore
10<Counter-Strike<88
20<Team Fortress Classic<
30<Day of Defeat<79
40<Deathmatch Classic<
50<Half-Life: Opposing Force<
60<Ricochet<
70<Half-Life<96
80<Counter-Strike: Condition Zero<65
130<Half-Life: Blue Shift<71
220<Half-Life 2<96
240<Counter-Strike: Source<88
280<Half-Life: Source<
300<Day of Defeat: Source<80
320<Half-Life 2: Deathmatch<
340<Half-Life 2: Lost Coast<
360<Half-Life Deathmatch: Source<
380<Half-Life 2: Episode One<87
400<Portal<90
420<Half-Life 2: Episode Two<90
440<Team Fortress 2<92
500<Left 4 Dead<89
550<Left 4 Dead 2<89
570<Dota 2<90
620<Portal 2<95
630<Alien Swarm<77
660<Portal 2 Sixense MotionPack DLC<
730<Counter-Strike: Global Offensive<83
1002<Rag Doll Kung Fu<69
1200<Red Orchestra: Ostfront 41-45<81
1230<Mare Nostrum<
1250<Killing Floor<72
1256<Killing Floor Outbreak Character Pack<
1257<Killing Floor: Nightfall Character Pack<
1280<Darkest Hour: Europe '44-'45<
1300<SiN Episodes: Emergence<75
1500<Darwinia<84
1510<Uplink<75
1520<DEFCON<84
1530<Multiwinia<76
1600<Dangerous Waters<82
1610<Space Empires IV Deluxe<79
1620<Jagged Alliance 2 Gold<
1630<Disciples II: Rise of the Elves<80
1640<Disciples II: Gallean's Return<84
1670<Iron Warriors: T - 72 Tank Command<56
1690<Space Empires V<68
1700<Arx Fatalis<77
1840<Source Filmmaker<
1900<Earth 2160<73
1930<Two Worlds Epic Edition<65
2100<Dark Messiah of Might & Magic<72
2200<Quake III Arena<
2210<Quake IV<81
2270<Wolfenstein 3D<
2280<Ultimate Doom<
2290<Final DOOM<
2300<DOOM II<83
2310<QUAKE<94
2320<QUAKE II<
2330<QUAKE II Mission Pack: The Reckoning<
2340<QUAKE II Mission Pack: Ground Zero<
2350<QUAKE III: Team Arena<69
2360<HeXen: Beyond Heretic<
2370<HeXen: Deathkings of the Dark Citadel<
2390<Heretic: Shadow of the Serpent Riders<
2400<The Ship: Murder Party<76
2420<The Ship: Single Player<
2450<Bloody Good Time<73
2500<Shadowgrounds<74
2520<Gumboy - Crazy Adventures™<69
2540<RIP - Trilogy™<
2570<Vigil: Blood Bitterness™<61
2590<Alpha Prime<59
2600<Vampire: The Masquerade - Bloodlines<80
2610<GUN™<76
2620<Call of Duty®<91
2630<Call of Duty® 2<86
2640<Call of Duty: United Offensive<87
2700<RollerCoaster Tycoon® 3: Platinum<81
2710<Act of War: Direct Action<82
2720<ThreadSpace: Hyperbol<
2780<ARMA: Combat Operations<74
2800<X2: The Threat<72
2810<X3: Reunion<71
2820<X3: Terran Conflict<73
2840<X: Beyond the Frontier<67
2850<X: Tension<
2870<X Rebirth<33
2900<688(I) Hunter/Killer<
2910<Fleet Command<
2920<Sub Command<84
2990<FlatOut 2™<76
3010<Xpand Rally<82
3020<Call of Juarez™<72
3050<Xpand Rally Xtreme<
3130<Men of War: Red Tide<77
3170<King's Bounty: Armored Princess<82
3230<Genesis Rising<57
3260<Safecracker: The Ultimate Puzzle Adventure<69
3270<Painkiller Overdose<65
3300<Bejeweled 2 Deluxe<
3310<Chuzzle Deluxe<
3320<Insaniquarium Deluxe<
3330<Zuma Deluxe<
3340<AstroPop Deluxe<
3350<Bejeweled Deluxe<
3360<Big Money! Deluxe<
3380<Dynomite Deluxe<
3390<Feeding Frenzy 2 Deluxe<
3400<Hammer Heads Deluxe<
3410<Heavy Weapon Deluxe<
3420<Iggle Pop Deluxe<
3430<Pizza Frenzy Deluxe<
3440<Rocket Mania Deluxe<
3450<Typer Shark! Deluxe<
3460<Talismania Deluxe<
3480<Peggle Deluxe<
3483<Peggle Extreme<
3490<Venice Deluxe<
3500<Mystery P.I.™ - The Lottery Ticket<
3510<Amazing Adventures The Lost Tomb™<
3520<Mystery P.I.™ - The Vegas Heist<
3530<Amazing Adventures Around the World<
3540<Peggle™ Nights<76
3560<Bejeweled Twist<78
3570<Mystery P.I.™ - The New York Fortune<
3580<The Wizard's Pen™<
3590<Plants vs. Zombies GOTY Edition<87
3600<Escape Rosecliff Island<
3610<Mystery P.I. - Lost in Los Angeles<
3620<Zuma's Revenge!<78
3700<Sniper Elite<76
3710<Judge Dredd: Dredd vs. Death<55
3720<Evil Genius<75
3730<Aliens versus Predator Classic 2000<
3800<Advent Rising<70
3810<BloodRayne<65
3820<BloodRayne 2<67
3830<Psychonauts<87
3838<Psychonauts Original Soundtrack<
3839<Psychonauts Original Score<
3900<Sid Meier's Civilization® IV<94
3910<Sid Meier's Civilization® III Complete<90
3920<Sid Meier's Pirates!<88
3960<Shattered Union<67
3980<CivCity: Rome<67
3990<Civilization IV®: Warlords<84
4000<Garry's Mod<
4100<Poker Superstars II<
4230<RACE - The WTCC Game<
4290<RACE: Caterham Expansion<
4300<RoboBlitz<80
4420<Silverfall<62
4460<City Life 2008<
4470<Silverfall: Earth Awakening<
4500<S.T.A.L.K.E.R.: Shadow of Chernobyl<82
4520<Full Spectrum Warrior<80
4530<Full Spectrum Warrior: Ten Hammers<70
4560<Company of Heroes - Legacy Edition<93
4570<Warhammer® 40,000: Dawn of War® - Game of the Year Edition<86
4580<Warhammer® 40,000: Dawn of War® - Dark Crusade<87
4700<Medieval II: Total War™<88
4720<Condemned: Criminal Origins<78
4760<Rome: Total War™ - Collection<92
4770<Rome: Total War™ - Alexander<79
4780<Medieval II: Total War™ Kingdoms<85
4800<Heroes of Annihilated Empires<65
4850<Cossacks: Back to War<60
4856<Cossacks: Campaign Expansion<
4870<Cossacks: Art of War<74
4880<Cossacks: European Wars<74
4890<Cossacks II: Battle for Europe<69
4900<Zen of Sudoku<
4920<Natural Selection 2<80
6000<STAR WARS™ Republic Commando™<78
6010<Indiana Jones® and the Fate of Atlantis™<
6020<STAR WARS™ Jedi Knight - Jedi Academy™<81
6030<STAR WARS™ Jedi Knight II - Jedi Outcast™<89
6040<The Dig®<
6060<Star Wars: Battlefront 2 (Classic, 2005)<78
6080<Thrillville®: Off the Rails™<70
6090<Armed and Dangerous®<78
6120<Shank<67
6200<Ghost Master®<81
6210<Vegas: Make It Big™<
6220<FlatOut<72
6250<Making History: The Calm & the Storm<70
6270<Ducati World Championship<35
6300<Dreamfall: The Longest Journey<75
6310<The Longest Journey<91
6370<Bloodline Champions<79
6400<Joint Task Force<68
6420<Nexus - The Jupiter Incident<77
6510<Lost Planet™: Extreme Condition<66
6550<Devil May Cry® 3 Special Edition<66
6600<Bullet Candy<
6800<Commandos: Behind Enemy Lines<
6810<Commandos: Beyond the Call of Duty<
6830<Commandos 2: Men of Courage<87
6840<Commandos 3: Destination Berlin<72
6850<Hitman 2: Silent Assassin<87
6860<Hitman: Blood Money<82
